id,gender,chipTime_16k,city,year,chipTime_21k,chipTime_32k,chipTime_42k,age,pace_16k,pace_21k,pace_32k,pace_change_16k_21k,pace_change_21k_32k
361,0,5360.0,0,2024,12180.0,14078.0,19568.0,0.0,335.0,577.2511848341231,439.9375,-242.25118483412314,137.31368483412314
15963,1,7136.0,5,2024,9266.0,14080.0,16382.0,2.0,446.0,439.14691943127957,440.0,6.853080568720429,-0.8530805687204293
5241,0,6763.0,0,2025,8690.0,14085.0,,1.0,422.6875,411.8483412322275,440.15625,10.839158767772517,-28.307908767772517
648,0,5741.0,0,2024,7308.0,14088.0,20266.0,3.0,358.8125,346.3507109004739,440.25,12.461789099526072,-93.89928909952607
363,0,5520.0,0,2024,7615.0,14088.0,,2.0,345.0,360.90047393364927,440.25,-15.900473933649266,-79.34952606635073
1264,0,6623.0,0,2024,8894.0,14090.0,21492.0,3.0,413.9375,421.5165876777251,440.3125,-7.579087677725113,-18.795912322274887
4077,0,5455.0,0,2025,7392.0,14094.0,,2.0,340.9375,350.33175355450237,440.4375,-9.39425355450237,-90.10574644549763
4107,0,5512.0,0,2025,7552.0,14094.0,,2.0,344.5,357.91469194312793,440.4375,-13.414691943127934,-82.52280805687207
4568,1,6074.0,0,2025,8847.0,14097.0,,1.0,379.625,419.2890995260663,440.53125,-39.66409952606631,-21.24215047393369
4228,0,5794.0,0,2025,8364.0,14098.0,,1.0,362.125,396.3981042654028,440.5625,-34.27310426540282,-44.16439573459718
5641,0,6388.0,0,2025,8010.0,14099.0,,4.0,399.25,379.6208530805687,440.59375,19.62914691943132,-60.97289691943132
872,0,5976.0,0,2024,6976.0,14100.0,23414.0,2.0,373.5,330.6161137440758,440.625,42.88388625592421,-110.00888625592421
4590,0,5531.0,0,2025,7487.0,14100.0,,2.0,345.6875,354.8341232227488,440.625,-9.146623222748815,-85.79087677725119
3826,0,5062.0,0,2025,7601.0,14100.0,,7.0,316.375,360.2369668246445,440.625,-43.861966824644526,-80.38803317535547
779,0,5877.0,0,2024,8948.0,14102.0,,2.0,367.3125,424.07582938388623,440.6875,-56.76332938388623,-16.61167061611377
839,0,6190.0,0,2024,8191.0,14105.0,,3.0,386.875,388.1990521327014,440.78125,-1.3240521327014108,-52.58219786729859
4242,0,5713.0,0,2025,7825.0,14106.0,,7.0,357.0625,370.8530805687204,440.8125,-13.790580568720372,-69.95941943127963
4754,0,6328.0,0,2025,9016.0,14106.0,,6.0,395.5,427.2985781990521,440.8125,-31.798578199052088,-13.513921800947912
7248,0,6128.0,0,2025,7406.0,14107.0,,1.0,383.0,350.9952606635071,440.84375,32.00473933649289,-89.84848933649289
1129,1,6365.0,0,2024,8580.0,14108.0,19756.0,2.0,397.8125,406.63507109004735,440.875,-8.822571090047347,-34.23992890995265
14279,0,11073.0,2,2024,8756.0,14111.0,20269.0,4.0,692.0625,414.9763033175355,440.96875,277.0861966824645,-25.992446682464504
938,0,6291.0,0,2024,9366.0,14115.0,24047.0,3.0,393.1875,443.8862559241706,441.09375,-50.6987559241706,2.792505924170598
4504,0,6002.0,0,2025,9171.0,14116.0,,3.0,375.125,434.6445497630331,441.125,-59.519549763033126,-6.480450236966874
5003,0,6481.0,0,2025,9010.0,14118.0,,1.0,405.0625,427.01421800947867,441.1875,-21.951718009478668,-14.173281990521332
1121,1,6324.0,0,2024,8630.0,14126.0,21065.0,3.0,395.25,409.0047393364929,441.4375,-13.75473933649289,-32.43276066350711
3927,0,5318.0,0,2025,8118.0,14127.0,,3.0,332.375,384.73933649289097,441.46875,-52.36433649289097,-56.72941350710903
15627,0,5175.0,5,2024,7797.0,14128.0,21467.0,5.0,323.4375,369.5260663507109,441.5,-46.08856635071089,-71.97393364928911
1149,0,6355.0,0,2024,9031.0,14128.0,24580.0,3.0,397.1875,428.0094786729858,441.5,-30.82197867298578,-13.490521327014221
15131,0,6119.0,4,2024,7978.0,14129.0,,3.0,382.4375,378.10426540284357,441.53125,4.333234597156434,-63.426984597156434
1882,1,7266.0,0,2024,9743.0,14131.0,19363.0,2.0,454.125,461.75355450236964,441.59375,-7.628554502369639,20.15980450236964
15890,0,6740.0,5,2024,8301.0,14136.0,,3.0,421.25,393.4123222748815,441.75,27.83767772511851,-48.33767772511851
4356,0,5861.0,0,2025,11239.0,14136.0,,6.0,366.3125,532.654028436019,441.75,-166.34152843601896,90.90402843601896
4300,1,5793.0,0,2025,7706.0,14138.0,,2.0,362.0625,365.2132701421801,441.8125,-3.150770142180079,-76.59922985781992
15882,0,6762.0,5,2024,9327.0,14142.0,26890.0,3.0,422.625,442.0379146919431,441.9375,-19.412914691943115,0.10041469194311503
6478,0,7670.0,0,2025,8334.0,14146.0,,1.0,479.375,394.9763033175355,442.0625,84.3986966824645,-47.086196682464504
14414,1,6219.0,3,2024,8636.0,14146.0,19347.0,5.0,388.6875,409.2890995260663,442.0625,-20.60159952606631,-32.77340047393369
1374,1,6708.0,0,2024,9045.0,14146.0,,1.0,419.25,428.6729857819905,442.0625,-9.42298578199052,-13.38951421800948
15756,0,5973.0,5,2024,7505.0,14147.0,23355.0,2.0,373.3125,355.6872037914692,442.09375,17.625296208530813,-86.40654620853081
5054,0,6055.0,0,2025,8780.0,14148.0,,1.0,378.4375,416.11374407582935,442.125,-37.676244075829345,-26.011255924170655
16117,1,7948.0,5,2024,10246.0,14150.0,21786.0,5.0,496.75,485.59241706161134,442.1875,11.157582938388657,43.40491706161134
607,0,5613.0,0,2024,8866.0,14151.0,,1.0,350.8125,420.18957345971563,442.21875,-69.37707345971563,-22.029176540284368
15875,0,6671.0,5,2024,8307.0,14154.0,,3.0,416.9375,393.69668246445497,442.3125,23.240817535545034,-48.615817535545034
5349,1,6753.0,0,2025,9476.0,14154.0,,1.0,422.0625,449.0995260663507,442.3125,-27.037026066350677,6.787026066350677
4390,1,5953.0,0,2025,8118.0,14159.0,,3.0,372.0625,384.73933649289097,442.46875,-12.67683649289097,-57.72941350710903
4192,0,5599.0,0,2025,8168.0,14160.0,,2.0,349.9375,387.10900473933646,442.5,-37.171504739336456,-55.390995260663544
8463,1,11355.0,0,2025,15425.0,14166.0,,1.0,709.6875,731.042654028436,442.6875,-21.355154028436004,288.355154028436
15051,0,5538.0,4,2024,7627.0,14167.0,,3.0,346.125,361.46919431279616,442.71875,-15.344194312796162,-81.24955568720384
15099,0,5966.0,4,2024,7905.0,14169.0,17097.0,1.0,372.875,374.6445497630331,442.78125,-1.769549763033126,-68.13670023696687
1411,1,6485.0,0,2024,9211.0,14170.0,,5.0,405.3125,436.54028436018956,442.8125,-31.22778436018956,-6.27221563981044
15282,0,6893.0,4,2024,9193.0,14171.0,22401.0,6.0,430.8125,435.6872037914692,442.84375,-4.874703791469187,-7.156546208530813
6915,0,7993.0,0,2025,10972.0,14171.0,,6.0,499.5625,520.0,442.84375,-20.4375,77.15625
4554,1,6162.0,0,2025,8932.0,14172.0,,2.0,385.125,423.31753554502365,442.875,-38.192535545023645,-19.557464454976355
4303,1,5821.0,0,2025,9435.0,14175.0,,2.0,363.8125,447.15639810426535,442.96875,-83.34389810426535,4.1876481042653495
13967,0,6258.0,2,2024,7964.0,14176.0,22720.0,3.0,391.125,377.4407582938388,443.0,13.684241706161174,-65.55924170616117
957,0,5920.0,0,2024,7323.0,14179.0,19682.0,2.0,370.0,347.06161137440756,443.09375,22.938388625592438,-96.03213862559244
6021,0,7393.0,0,2025,8127.0,14179.0,,1.0,462.0625,385.1658767772512,443.09375,76.89662322274881,-57.927873222748815
16006,0,7420.0,5,2024,10938.0,14180.0,,,463.75,518.388625592417,443.125,-54.63862559241704,75.26362559241704
8620,0,5898.0,1,2024,8730.0,14182.0,,4.0,368.625,413.74407582938386,443.1875,-45.11907582938386,-29.44342417061614
3778,0,4939.0,0,2025,9189.0,14183.0,,4.0,308.6875,435.4976303317535,443.21875,-126.8101303317535,-7.7211196682465015
4232,0,5726.0,0,2025,8383.0,14187.0,,1.0,357.875,397.2985781990521,443.34375,-39.42357819905209,-46.04517180094791
538,0,5772.0,0,2024,8468.0,14187.0,19500.0,4.0,360.75,401.3270142180094,443.34375,-40.577014218009424,-42.016735781990576
5141,0,6102.0,0,2025,8182.0,14188.0,,3.0,381.375,387.7725118483412,443.375,-6.397511848341196,-55.602488151658804
15445,0,8066.0,4,2024,9091.0,14196.0,19398.0,1.0,504.125,430.8530805687204,443.625,73.27191943127963,-12.771919431279628
4322,0,5767.0,0,2025,7551.0,14197.0,,4.0,360.4375,357.86729857819904,443.65625,2.5702014218009595,-85.78895142180096
1431,0,6570.0,0,2024,7566.0,14197.0,20349.0,2.0,410.625,358.5781990521327,443.65625,52.046800947867325,-85.07805094786733
5517,0,6797.0,0,2025,8872.0,14202.0,,4.0,424.8125,420.47393364928905,443.8125,4.338566350710948,-23.33856635071095
5518,0,6797.0,0,2025,8871.0,14203.0,,1.0,424.8125,420.42654028436016,443.84375,4.385959715639842,-23.417209715639842
5206,0,6061.0,0,2025,7684.0,14206.0,,6.0,378.8125,364.1706161137441,443.9375,14.641883886255926,-79.76688388625593
700,1,5992.0,0,2024,8080.0,14206.0,19805.0,2.0,374.5,382.9383886255924,443.9375,-8.438388625592381,-60.99911137440762
337,0,5405.0,0,2024,10186.0,14207.0,,1.0,337.8125,482.74881516587675,443.96875,-144.93631516587675,38.78006516587675
4314,0,5790.0,0,2025,7917.0,14212.0,,2.0,361.875,375.2132701421801,444.125,-13.338270142180079,-68.91172985781992
4802,0,6309.0,0,2025,8189.0,14213.0,,1.0,394.3125,388.10426540284357,444.15625,6.208234597156434,-56.051984597156434
14257,0,9488.0,2,2024,8113.0,14214.0,21531.0,4.0,593.0,384.50236966824644,444.1875,208.49763033175356,-59.685130331753555
14027,0,6829.0,2,2024,8758.0,14214.0,,3.0,426.8125,415.07109004739334,444.1875,11.74140995260666,-29.11640995260666
8739,1,6933.0,1,2024,8862.0,14214.0,,4.0,433.3125,420.0,444.1875,13.3125,-24.1875
438,1,5654.0,0,2024,7721.0,14217.0,,2.0,353.375,365.9241706161137,444.28125,-12.549170616113713,-78.35707938388629
3383,0,9506.0,0,2024,8518.0,14218.0,,1.0,594.125,403.69668246445497,444.3125,190.42831753554503,-40.615817535545034
4072,0,5525.0,0,2025,8311.0,14219.0,,2.0,345.3125,393.8862559241706,444.34375,-48.5737559241706,-50.4574940758294
203,0,5175.0,0,2024,9380.0,14226.0,,1.0,323.4375,444.54976303317534,444.5625,-121.11226303317534,-0.012736966824661522
1103,0,6390.0,0,2024,8694.0,14228.0,19038.0,3.0,399.375,412.0379146919431,444.625,-12.662914691943115,-32.587085308056885
4497,0,6005.0,0,2025,8668.0,14231.0,,3.0,375.3125,410.8056872037914,444.71875,-35.49318720379142,-33.91306279620858
4517,0,6020.0,0,2025,8750.0,14232.0,,2.0,376.25,414.6919431279621,444.75,-38.44194312796208,-30.058056872037923
417,0,5619.0,0,2024,8928.0,14232.0,,2.0,351.1875,423.127962085308,444.75,-71.94046208530801,-21.622037914691987
8702,0,6503.0,1,2024,10466.0,14232.0,,1.0,406.4375,496.01895734597156,444.75,-89.58145734597156,51.26895734597156
1731,1,6978.0,0,2024,8825.0,14233.0,,7.0,436.125,418.2464454976303,444.78125,17.878554502369695,-26.534804502369695
3828,0,4988.0,0,2025,7309.0,14236.0,,1.0,311.75,346.3981042654028,444.875,-34.64810426540282,-98.47689573459718
15782,0,6109.0,5,2024,7553.0,14236.0,22004.0,3.0,381.8125,357.9620853080568,444.875,23.850414691943172,-86.91291469194317
2121,1,7382.0,0,2024,11996.0,14236.0,,2.0,461.375,568.5308056872037,444.875,-107.15580568720372,123.65580568720372
4691,0,6170.0,0,2025,7895.0,14239.0,,4.0,385.625,374.1706161137441,444.96875,11.454383886255926,-70.79813388625593
2179,0,7496.0,0,2024,8797.0,14241.0,21694.0,1.0,468.5,416.9194312796208,445.03125,51.580568720379176,-28.111818720379176
13971,0,6339.0,2,2024,8349.0,14242.0,,6.0,396.1875,395.6872037914692,445.0625,0.5002962085308127,-49.37529620853081
2178,0,7494.0,0,2024,8657.0,14242.0,21693.0,0.0,468.375,410.2843601895734,445.0625,58.09063981042658,-34.77813981042658
1035,0,6258.0,0,2024,8268.0,14245.0,17668.0,5.0,391.125,391.8483412322275,445.15625,-0.723341232227483,-53.30790876777252
15169,1,6277.0,4,2024,9321.0,14245.0,23281.0,3.0,392.3125,441.75355450236964,445.15625,-49.44105450236964,-3.4026954976303614
5820,1,6578.0,0,2025,8114.0,14247.0,,3.0,411.125,384.54976303317534,445.21875,26.57523696682466,-60.66898696682466
2562,1,8147.0,0,2024,7308.0,14248.0,,1.0,509.1875,346.3507109004739,445.25,162.83678909952607,-98.89928909952607
680,0,5788.0,0,2024,7967.0,14249.0,,1.0,361.75,377.58293838862556,445.28125,-15.832938388625564,-67.69831161137444
1432,1,6830.0,0,2024,8973.0,14249.0,18654.0,3.0,426.875,425.260663507109,445.28125,1.6143364928910273,-20.020586492891027
2231,1,7491.0,0,2024,11908.0,14250.0,,1.0,468.1875,564.3601895734597,445.3125,-96.1726895734597,119.0476895734597
4365,0,5930.0,0,2025,8095.0,14251.0,,2.0,370.625,383.649289099526,445.34375,-13.024289099526015,-61.694460900473985
15788,0,6154.0,5,2024,7903.0,14252.0,,1.0,384.625,374.54976303317534,445.375,10.075236966824662,-70.82523696682466
1305,0,6479.0,0,2024,9288.0,14253.0,,2.0,404.9375,440.18957345971563,445.40625,-35.25207345971563,-5.216676540284368
3945,0,5297.0,0,2025,7960.0,14257.0,,9.0,331.0625,377.2511848341232,445.53125,-46.188684834123194,-68.2800651658768
1202,0,6495.0,0,2024,8413.0,14259.0,21268.0,1.0,405.9375,398.7203791469194,445.59375,7.217120853080587,-46.87337085308059
15802,1,6224.0,5,2024,9456.0,14260.0,22050.0,1.0,389.0,448.15165876777246,445.625,-59.15165876777246,2.52665876777246
15231,0,6673.0,4,2024,8821.0,14261.0,20710.0,3.0,417.0625,418.0568720379147,445.65625,-0.9943720379146725,-27.599377962085327
8714,1,6654.0,1,2024,8564.0,14264.0,,3.0,415.875,405.8767772511848,445.75,9.99822274881518,-39.87322274881518
4613,1,6184.0,0,2025,10642.0,14265.0,,2.0,386.5,504.3601895734597,445.78125,-117.8601895734597,58.57893957345971
691,0,5879.0,0,2024,7875.0,14268.0,,1.0,367.4375,373.22274881516586,445.875,-5.785248815165858,-72.65225118483414
2910,0,8379.0,0,2024,9292.0,14269.0,21209.0,1.0,523.6875,440.37914691943126,445.90625,83.30835308056874,-5.527103080568736
4056,0,5435.0,0,2025,7846.0,14275.0,,1.0,339.6875,371.8483412322275,446.09375,-32.16084123222748,-74.24540876777252
2923,0,8586.0,0,2024,13332.0,14275.0,,2.0,536.625,631.8483412322274,446.09375,-95.22334123222743,185.75459123222743
4717,1,6308.0,0,2025,8547.0,14277.0,,5.0,394.25,405.07109004739334,446.15625,-10.82109004739334,-41.08515995260666
1393,0,6583.0,0,2024,11091.0,14278.0,,2.0,411.4375,525.6398104265403,446.1875,-114.2023104265403,79.4523104265403
15242,0,6725.0,4,2024,8977.0,14281.0,20575.0,4.0,420.3125,425.4502369668246,446.28125,-5.137736966824605,-20.831013033175395
1292,0,6531.0,0,2024,9219.0,14281.0,15824.0,1.0,408.1875,436.9194312796208,446.28125,-28.731931279620824,-9.361818720379176
5576,0,6371.0,0,2025,8412.0,14283.0,,0.0,398.1875,398.6729857819905,446.34375,-0.48548578199051917,-47.67076421800948
4078,0,5531.0,0,2025,7439.0,14284.0,,1.0,345.6875,352.5592417061611,446.375,-6.871741706161117,-93.81575829383888
5047,0,6592.0,0,2025,8447.0,14284.0,,3.0,412.0,400.33175355450237,446.375,11.66824644549763,-46.04324644549763
15669,0,5512.0,5,2024,7614.0,14286.0,,6.0,344.5,360.8530805687204,446.4375,-16.353080568720372,-85.58441943127963
3968,0,5236.0,0,2025,7396.0,14287.0,,2.0,327.25,350.521327014218,446.46875,-23.271327014218002,-95.947422985782
13859,0,5419.0,2,2024,7562.0,14287.0,,4.0,338.6875,358.38862559241704,446.46875,-19.701125592417043,-88.08012440758296
4526,0,6089.0,0,2025,8825.0,14289.0,,4.0,380.5625,418.2464454976303,446.53125,-37.683945497630305,-28.284804502369695
1822,0,7209.0,0,2024,7703.0,14292.0,,5.0,450.5625,365.07109004739334,446.625,85.49140995260666,-81.55390995260666
1555,1,6734.0,0,2024,9400.0,14293.0,20274.0,2.0,420.875,445.4976303317535,446.65625,-24.6226303317535,-1.1586196682465015
1507,1,6788.0,0,2024,10490.0,14295.0,,2.0,424.25,497.15639810426535,446.71875,-72.90639810426535,50.43764810426535
207,0,5191.0,0,2024,7496.0,14298.0,17108.0,3.0,324.4375,355.260663507109,446.8125,-30.823163507108973,-91.55183649289103
15316,1,7111.0,4,2024,9152.0,14302.0,,1.0,444.4375,433.74407582938386,446.9375,10.69342417061614,-13.19342417061614
15267,0,6825.0,4,2024,9376.0,14302.0,,8.0,426.5625,444.3601895734597,446.9375,-17.797689573459706,-2.5773104265402935
2813,1,8326.0,0,2024,9700.0,14302.0,,0.0,520.375,459.7156398104265,446.9375,60.659360189573476,12.778139810426524
15208,1,6457.0,4,2024,8398.0,14303.0,,2.0,403.5625,398.0094786729858,446.96875,5.553021327014221,-48.95927132701422
15919,0,6970.0,5,2024,8780.0,14303.0,,3.0,435.625,416.11374407582935,446.96875,19.511255924170655,-30.855005924170655
688,0,5834.0,0,2024,8597.0,14304.0,19988.0,3.0,364.625,407.4407582938388,447.0,-42.815758293838826,-39.559241706161174
886,0,6045.0,0,2024,8946.0,14306.0,19664.0,3.0,377.8125,423.9810426540284,447.0625,-46.168542654028386,-23.081457345971614
614,0,5661.0,0,2024,7398.0,14313.0,20474.0,1.0,353.8125,350.6161137440758,447.28125,3.19638625592421,-96.66513625592421
15115,0,6041.0,4,2024,8698.0,14313.0,20432.0,5.0,377.5625,412.22748815165875,447.28125,-34.66498815165875,-35.05376184834125
7304,1,7946.0,0,2025,9803.0,14313.0,,2.0,496.625,464.59715639810423,447.28125,32.02784360189577,17.315906398104232
4657,0,6217.0,0,2025,7453.0,14315.0,,1.0,388.5625,353.22274881516586,447.34375,35.33975118483414,-94.12100118483414
4416,0,5417.0,0,2025,7601.0,14318.0,,1.0,338.5625,360.2369668246445,447.4375,-21.674466824644526,-87.20053317535547
1548,0,6707.0,0,2024,8689.0,14318.0,20910.0,1.0,419.1875,411.80094786729853,447.4375,7.386552132701468,-35.63655213270147
4111,0,5448.0,0,2025,7098.0,14319.0,,1.0,340.5,336.3981042654028,447.46875,4.1018957345971785,-111.07064573459718
1594,0,6734.0,0,2024,9135.0,14319.0,,2.0,420.875,432.9383886255924,447.46875,-12.063388625592381,-14.530361374407619
4941,0,5927.0,0,2025,8407.0,14320.0,,1.0,370.4375,398.43601895734594,447.5,-27.998518957345937,-49.06398104265406
595,1,5904.0,0,2024,8256.0,14321.0,,1.0,369.0,391.27962085308053,447.53125,-22.27962085308053,-56.25162914691947
7380,1,8130.0,0,2025,8594.0,14324.0,,1.0,508.125,407.2985781990521,447.625,100.82642180094791,-40.32642180094791
15158,1,6260.0,4,2024,8648.0,14325.0,,2.0,391.25,409.85781990521326,447.65625,-18.607819905213262,-37.79843009478674
4441,0,5846.0,0,2025,7563.0,14327.0,,1.0,365.375,358.43601895734594,447.71875,6.9389810426540635,-89.28273104265406
587,0,5730.0,0,2024,8322.0,14331.0,20174.0,1.0,358.125,394.4075829383886,447.84375,-36.2825829383886,-53.4361670616114
1506,0,6782.0,0,2024,8756.0,14332.0,23729.0,2.0,423.875,414.9763033175355,447.875,8.898696682464504,-32.898696682464504
15176,0,6220.0,4,2024,8711.0,14333.0,,1.0,388.75,412.8436018957346,447.90625,-24.093601895734594,-35.062648104265406
1500,1,6779.0,0,2024,8762.0,14334.0,,3.0,423.6875,415.260663507109,447.9375,8.426836492891027,-32.67683649289103
4756,0,6402.0,0,2025,8594.0,14337.0,,0.0,400.125,407.2985781990521,448.03125,-7.173578199052088,-40.73267180094791
4295,0,5820.0,0,2025,8178.0,14338.0,,4.0,363.75,387.58293838862556,448.0625,-23.832938388625564,-60.479561611374436
15206,0,6483.0,4,2024,8434.0,14342.0,,3.0,405.1875,399.7156398104265,448.1875,5.471860189573476,-48.471860189573476
7303,0,7981.0,0,2025,9003.0,14344.0,,4.0,498.8125,426.6824644549763,448.25,72.1300355450237,-21.567535545023702
6357,0,7672.0,0,2025,10285.0,14344.0,,1.0,479.5,487.4407582938388,448.25,-7.940758293838826,39.190758293838826
1069,0,6178.0,0,2024,9421.0,14346.0,24880.0,2.0,386.125,446.4928909952606,448.3125,-60.36789099526061,-1.819609004739391
5230,0,6626.0,0,2025,8258.0,14348.0,,1.0,414.125,391.3744075829384,448.375,22.750592417061625,-57.000592417061625
5342,1,6845.0,0,2025,8953.0,14348.0,,7.0,427.8125,424.31279620853076,448.375,3.499703791469244,-24.062203791469244
815,0,5451.0,0,2024,8761.0,14354.0,22793.0,3.0,340.6875,415.2132701421801,448.5625,-74.52577014218008,-33.34922985781992
4725,0,6282.0,0,2025,8312.0,14358.0,,1.0,392.625,393.9336492890995,448.6875,-1.3086492890994919,-54.75385071090051
4439,0,5468.0,0,2025,7385.0,14361.0,,2.0,341.75,350.0,448.78125,-8.25,-98.78125
4624,1,6079.0,0,2025,11751.0,14362.0,,2.0,379.9375,556.9194312796208,448.8125,-176.98193127962077,108.10693127962077
1392,1,6653.0,0,2024,9147.0,14363.0,23145.0,2.0,415.8125,433.50710900473933,448.84375,-17.694609004739334,-15.336640995260666
5968,0,6717.0,0,2025,9246.0,14364.0,,3.0,419.8125,438.1990521327014,448.875,-18.38655213270141,-10.67594786729859
15968,0,7123.0,5,2024,8431.0,14365.0,,2.0,445.1875,399.5734597156398,448.90625,45.614040284360215,-49.332790284360215
4494,0,6017.0,0,2025,7779.0,14366.0,,1.0,376.0625,368.6729857819905,448.9375,7.389514218009481,-80.26451421800948
6096,0,6644.0,0,2025,8734.0,14366.0,,2.0,415.25,413.9336492890995,448.9375,1.3163507109005081,-35.00385071090051
15738,0,5909.0,5,2024,10342.0,14368.0,,1.0,369.3125,490.1421800947867,449.0,-120.82968009478668,41.14218009478668
8799,0,7355.0,1,2024,8536.0,14372.0,,6.0,459.6875,404.54976303317534,449.125,55.13773696682466,-44.57523696682466
1451,1,6590.0,0,2024,8700.0,14372.0,20592.0,1.0,411.875,412.32227488151653,449.125,-0.4472748815165346,-36.802725118483465
1416,1,6531.0,0,2024,8884.0,14372.0,,1.0,408.1875,421.042654028436,449.125,-12.855154028436004,-28.082345971563996
4594,0,6217.0,0,2025,8458.0,14374.0,,7.0,388.5625,400.8530805687204,449.1875,-12.290580568720372,-48.33441943127963
1550,1,6890.0,0,2024,9155.0,14375.0,17746.0,1.0,430.625,433.8862559241706,449.21875,-3.261255924170598,-15.332494075829402
5379,0,6173.0,0,2025,8776.0,14379.0,,2.0,385.8125,415.9241706161137,449.34375,-30.111670616113713,-33.41957938388629
15876,0,6714.0,5,2024,9895.0,14379.0,,12.0,419.625,468.95734597156394,449.34375,-49.33234597156394,19.61359597156394
1011,0,6142.0,0,2024,10416.0,14379.0,23390.0,0.0,383.875,493.649289099526,449.34375,-109.77428909952602,44.305539099526015
1748,1,6883.0,0,2024,9280.0,14380.0,,2.0,430.1875,439.8104265402843,449.375,-9.622926540284311,-9.564573459715689
4160,0,5627.0,0,2025,7683.0,14381.0,,1.0,351.6875,364.1232227488151,449.40625,-12.435722748815124,-85.28302725118488
5387,0,6271.0,0,2025,8031.0,14384.0,,5.0,391.9375,380.6161137440758,449.5,11.32138625592421,-68.88388625592421
8715,0,6667.0,1,2024,8964.0,14384.0,,6.0,416.6875,424.8341232227488,449.5,-8.146623222748815,-24.665876777251185
1852,1,7188.0,0,2024,9662.0,14385.0,21579.0,4.0,449.25,457.91469194312793,449.53125,-8.664691943127934,8.383441943127934
15774,0,6092.0,5,2024,8127.0,14386.0,21275.0,1.0,380.75,385.1658767772512,449.5625,-4.415876777251185,-64.39662322274881
15844,0,6505.0,5,2024,9735.0,14391.0,21774.0,2.0,406.5625,461.3744075829384,449.71875,-54.811907582938375,11.655657582938375
4180,0,5597.0,0,2025,8129.0,14393.0,,1.0,349.8125,385.260663507109,449.78125,-35.44816350710897,-64.52058649289103
4432,0,6053.0,0,2025,9136.0,14397.0,,5.0,378.3125,432.9857819905213,449.90625,-54.673281990521275,-16.920468009478725
4843,1,6439.0,0,2025,8865.0,14402.0,,2.0,402.4375,420.1421800947867,450.0625,-17.70468009478668,-29.92031990521332
5552,0,6803.0,0,2025,8611.0,14406.0,,2.0,425.1875,408.10426540284357,450.1875,17.083234597156434,-42.083234597156434
5112,0,6570.0,0,2025,10028.0,14406.0,,3.0,410.625,475.260663507109,450.1875,-64.63566350710897,25.073163507108973
1695,1,6942.0,0,2024,8979.0,14409.0,19312.0,2.0,433.875,425.54502369668245,450.28125,8.329976303317551,-24.73622630331755
1868,0,7227.0,0,2024,9837.0,14411.0,22932.0,2.0,451.6875,466.2085308056872,450.34375,-14.52103080568719,15.86478080568719
1726,0,7101.0,0,2024,8953.0,14415.0,19295.0,2.0,443.8125,424.31279620853076,450.46875,19.499703791469244,-26.155953791469244
15288,0,6983.0,4,2024,8372.0,14417.0,,1.0,436.4375,396.7772511848341,450.53125,39.660248815165914,-53.753998815165914
1371,0,6461.0,0,2024,8458.0,14417.0,,2.0,403.8125,400.8530805687204,450.53125,2.9594194312796276,-49.67816943127963
15059,0,5639.0,4,2024,8756.0,14420.0,22634.0,2.0,352.4375,414.9763033175355,450.625,-62.538803317535496,-35.648696682464504
4892,1,5851.0,0,2025,7598.0,14421.0,,0.0,365.6875,360.0947867298578,450.65625,5.592713270142212,-90.56146327014221
1184,0,6545.0,0,2024,8504.0,14421.0,21992.0,4.0,409.0625,403.0331753554502,450.65625,6.029324644549774,-47.623074644549774
3988,0,5400.0,0,2025,7956.0,14422.0,,3.0,337.5,377.06161137440756,450.6875,-39.56161137440756,-73.62588862559244
5005,0,6014.0,0,2025,8139.0,14422.0,,3.0,375.875,385.7345971563981,450.6875,-9.859597156398081,-64.95290284360192
14073,1,7350.0,2,2024,9742.0,14422.0,,2.0,459.375,461.70616113744074,450.6875,-2.331161137440745,11.018661137440745
4388,0,5944.0,0,2025,8221.0,14424.0,,3.0,371.5,389.6208530805687,450.75,-18.12085308056868,-61.12914691943132
651,0,5924.0,0,2024,8475.0,14424.0,20589.0,2.0,370.25,401.6587677725118,450.75,-31.408767772511794,-49.091232227488206
1306,1,6493.0,0,2024,8210.0,14427.0,,1.0,405.8125,389.0995260663507,450.84375,16.712973933649323,-61.74422393364932
4296,0,5796.0,0,2025,9222.0,14429.0,,1.0,362.25,437.06161137440756,450.90625,-74.81161137440756,-13.844638625592438
4633,0,6253.0,0,2025,7815.0,14431.0,,3.0,390.8125,370.37914691943126,450.96875,20.433353080568736,-80.58960308056874
1331,1,6579.0,0,2024,8606.0,14438.0,,4.0,411.1875,407.86729857819904,451.1875,3.3202014218009595,-43.32020142180096
535,0,5729.0,0,2024,7864.0,14440.0,20476.0,1.0,358.0625,372.70142180094786,451.25,-14.638921800947855,-78.54857819905214
15630,0,5180.0,5,2024,7460.0,14445.0,,1.0,323.75,353.5545023696682,451.40625,-29.804502369668228,-97.85174763033177
1043,0,6195.0,0,2024,9174.0,14451.0,,1.0,387.1875,434.78672985781986,451.59375,-47.599229857819864,-16.807020142180136
4588,0,6061.0,0,2025,8162.0,14453.0,,1.0,378.8125,386.824644549763,451.65625,-8.01214454976298,-64.83160545023702
8635,0,5952.0,1,2024,7190.0,14457.0,,,372.0,340.7582938388625,451.78125,31.241706161137472,-111.02295616113747
