,id,chipTime_16k,year,chipTime_21k,chipTime_32k,chipTime_42k,pace_16k,pace_21k,pace_32k,pace_change_16k_21k,pace_change_21k_32k,city_Baguio,city_Cagayan de Oro,city_Cebu,city_Davao,city_Iloilo-Bacolod,city_Manila,gender_Female,gender_Male,age_17 an,age_18-24,age_20-24,age_25-29,age_30-34,age_35-39,age_40-44,age_45-49,age_50-54,age_55-59,age_60-64,age_65-69,age_70+ M,age_70-74,age_75-79,age_U
104,14969,4672.0,2024,6271.0,9950.0,,292.0,297.2037914691943,310.9375,-5.2037914691943,-13.7337085308057,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
105,3766,4871.0,2025,6078.0,9952.0,,304.4375,288.0568720379147,311.0,16.380627962085327,-22.943127962085327,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
106,8503,4656.0,2024,6215.0,9968.0,,291.0,294.54976303317534,311.5,-3.5497630331753385,-16.95023696682466,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
107,3690,4437.0,2025,5961.0,9979.0,,277.3125,282.5118483412322,311.84375,-5.1993483412322234,-29.331901658767777,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
108,28,4263.0,2024,6599.0,9992.0,18801.0,266.4375,312.74881516587675,312.25,-46.31131516587675,0.49881516587674923,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
109,55,4511.0,2024,6050.0,10015.0,,281.9375,286.7298578199052,312.96875,-4.792357819905192,-26.23889218009481,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
110,8748,6965.0,2024,7324.0,10024.0,,435.3125,347.10900473933646,313.25,88.20349526066354,33.859004739336456,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
111,102,4739.0,2024,5918.0,10030.0,13717.0,296.1875,280.4739336492891,313.4375,15.713566350710892,-32.96356635071089,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
112,111,4842.0,2024,6416.0,10048.0,13628.0,302.625,304.07582938388623,314.0,-1.45082938388623,-9.92417061611377,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
113,7643,8373.0,2025,10986.0,10049.0,,523.3125,520.6635071090047,314.03125,2.6489928909952596,206.63225710900474,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
114,15011,5250.0,2024,6550.0,10056.0,14360.0,328.125,310.42654028436016,314.25,17.698459715639842,-3.823459715639842,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
115,3994,4597.0,2025,5735.0,10068.0,,287.3125,271.80094786729853,314.625,15.511552132701468,-42.82405213270147,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
116,3716,4650.0,2025,6550.0,10072.0,,290.625,310.42654028436016,314.75,-19.801540284360158,-4.323459715639842,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
